gene index	a_n	m	resub	bresub
[105]	[-0.0098]	1.5912	0.2000	0.2606
[106]	[-0.0190]	1.6170	0.3333	0.3233
[107]	[0.0026]	0.0282	0.4667	0.4814
[108]	[-0.0085]	0.6802	0.4667	0.4168
[109]	[0.0263]	-2.2108	0.1333	0.1873
[110]	[-0.0027]	0.1720	0.4667	0.4575
[111]	[-0.0107]	0.6490	0.3333	0.3865
[112]	[-0.0004]	1.6614	0.2667	0.2997
[113]	[-0.0031]	0.1908	0.4667	0.4667
[114]	[-0.0058]	0.5725	0.4667	0.4942
[115]	[0.0074]	-0.7191	0.2000	0.1733
[116]	[-0.0160]	0.4204	0.3333	0.3351
[117]	[-0.0069]	0.5549	0.4667	0.4350
[118]	[0.0001]	-0.4100	0.2667	0.2023
[119]	[-0.0063]	0.4201	0.4000	0.4141
[120]	[0.0234]	-1.9001	0.3333	0.2691
[121]	[0.0069]	-0.8898	0.4000	0.4102
[122]	[-0.0266]	0.8474	0.2667	0.2981
[123]	[0.0386]	-0.4187	0.4000	0.3408
[124]	[0.0119]	-1.9861	0.1333	0.2496
[125]	[-0.0062]	0.7886	0.5333	0.4759
[126]	[0.0204]	-0.7158	0.4000	0.3801
[127]	[0.0312]	-4.1887	0.0667	0.0845
[128]	[0.0031]	-0.2330	0.2667	0.2113
[129]	[0.0374]	-0.3427	0.2667	0.2824
[130]	[0.0102]	-2.8944	0.2667	0.2563
[131]	[0.0047]	-2.4696	0.4000	0.3607
[132]	[0.0053]	-1.3187	0.3333	0.3509
[133]	[0.0228]	-1.0987	0.3333	0.3536
[134]	[0.0053]	-0.0394	0.4667	0.4883
[135]	[-0.0085]	0.4239	0.4667	0.4092
[136]	[-0.0014]	0.6024	0.4000	0.3505
[137]	[0.0095]	-2.0698	0.2000	0.2695
[138]	[-0.0082]	0.5150	0.3333	0.3753
[139]	[-0.0301]	2.6680	0.1333	0.1563
[140]	[0.0193]	-0.2725	0.5333	0.5124
[141]	[0.0168]	-0.4248	0.2667	0.2693
[142]	[-0.0131]	0.4181	0.3333	0.3565
[143]	[-0.0051]	1.0790	0.5333	0.4784
[144]	[0.0013]	-0.1272	0.2667	0.4021
[145]	[0.0048]	-0.2423	0.4000	0.4217
[146]	[0.0289]	-0.4145	0.4667	0.4047
[147]	[0.0051]	-0.9386	0.1333	0.1636
[148]	[0.0238]	-0.6188	0.3333	0.3649
[149]	[-0.0070]	0.5818	0.4000	0.3570
[150]	[0.0045]	-0.8779	0.3333	0.3385
[151]	[0.0036]	-0.2161	0.3333	0.3493
[152]	[-0.0535]	2.3057	0.1333	0.1535
[153]	[0.0407]	-0.3734	0.3333	0.3494
[154]	[0.0063]	-0.6375	0.5333	0.4701
[155]	[-0.0172]	0.6226	0.4000	0.4221
[156]	[0.0498]	-4.1385	0.2000	0.1770
[157]	[0.0044]	-0.1007	0.3333	0.3873
[158]	[0.0130]	-0.4526	0.4667	0.4374
[159]	[0.0151]	-2.6064	0.1333	0.1490
[160]	[-0.0032]	0.9697	0.3333	0.2747
[161]	[0.0274]	-1.2462	0.3333	0.2914
[162]	[0.0821]	-6.7463	0.2000	0.1495
[163]	[0.0041]	-0.0759	0.5333	0.5500
[164]	[-0.0007]	0.1869	0.4667	0.4664
[165]	[-0.0001]	0.1997	0.4667	0.4666
[166]	[-0.0110]	1.0864	0.4000	0.3641
[167]	[0.0104]	-1.3499	0.4000	0.3523
[168]	[0.0009]	0.1037	0.4667	0.4667
[169]	[-0.0048]	0.2622	0.3333	0.3683
[170]	[-0.0000]	0.1434	0.4667	0.4667
[171]	[-0.0002]	0.1823	0.4667	0.4667
[172]	[0.0201]	-2.1853	0.1333	0.3040
[173]	[0.0271]	-0.9196	0.4667	0.4051
[174]	[0.0213]	-1.7498	0.2667	0.2469
[175]	[0.0089]	-0.0775	0.5333	0.5399
[176]	[0.0052]	-0.2956	0.2000	0.2134
[177]	[-0.0310]	1.9395	0.2667	0.3067
[178]	[0.0229]	-1.3080	0.4000	0.4236
[179]	[-0.0036]	0.3584	0.5333	0.4618
[180]	[0.0245]	-0.6729	0.2667	0.2762
[181]	[-0.0385]	1.4623	0.4000	0.3497
[182]	[0.0246]	-10.5113	0.0667	0.0932
[183]	[0.0049]	-0.6021	0.4000	0.4179
[184]	[0.0195]	-0.5855	0.4000	0.3664
[185]	[-0.0567]	1.9257	0.1333	0.2556
[186]	[-0.0127]	1.5476	0.4000	0.3382
[187]	[-0.0001]	0.2449	0.5333	0.4873
[188]	[-0.0218]	1.0172	0.3333	0.3078
