gene index	a_n	m	resub	bresub
[7,216,372]	[-0.0211  -0.0044  0.0123]	-10.8718	0.0435	0.0423
[7,217,372]	[-0.0217  0.0009  0.0122]	-10.9292	0.0435	0.0433
[7,220,372]	[-0.0222  0.0105  0.0122]	-11.3800	0.0435	0.0429
[7,221,372]	[-0.0220  -0.0053  0.0121]	-10.4788	0.0435	0.0396
[7,222,372]	[-0.0374  -0.0370  0.0146]	-6.6407	0.0435	0.0447
[7,226,372]	[-0.0216  0.0188  0.0125]	-11.7397	0.0435	0.0491
[7,228,372]	[-0.0227  -0.0151  0.0127]	-10.5095	0.0435	0.0487
[7,230,372]	[-0.0218  0.0061  0.0122]	-11.3328	0.0435	0.0433
[7,231,372]	[-0.0219  0.0044  0.0123]	-11.1492	0.0435	0.0437
[7,232,372]	[-0.0216  0.0110  0.0123]	-11.3613	0.0435	0.0432
[7,234,372]	[-0.0215  -0.0124  0.0124]	-10.4996	0.0435	0.0462
[7,235,372]	[-0.0228  0.0099  0.0119]	-11.1892	0.0435	0.0485
[7,236,372]	[-0.0216  -0.0029  0.0122]	-10.7421	0.0435	0.0407
[7,238,372]	[-0.0212  -0.0068  0.0122]	-10.7416	0.0435	0.0394
[7,240,372]	[-0.0216  -0.0146  0.0125]	-10.3719	0.0000	0.0457
[7,242,372]	[-0.0223  -0.0104  0.0126]	-10.7614	0.0435	0.0456
[7,244,372]	[-0.0217  0.0061  0.0122]	-11.1598	0.0435	0.0408
[7,247,372]	[-0.0219  -0.0018  0.0122]	-10.8654	0.0435	0.0414
[7,251,372]	[-0.0161  -0.0120  0.0118]	-9.7095	0.0000	0.0427
[7,256,372]	[-0.0219  0.0075  0.0121]	-11.0719	0.0435	0.0445
[7,258,372]	[-0.0218  0.0147  0.0123]	-11.4694	0.0435	0.0461
[7,261,372]	[-0.0220  0.0023  0.0122]	-11.0941	0.0435	0.0441
[7,262,372]	[-0.0214  -0.0122  0.0122]	-10.3040	0.0435	0.0476
[7,264,372]	[-0.0181  -0.0082  0.0122]	-8.6628	0.0000	0.0389
[7,265,372]	[-0.0220  0.0029  0.0122]	-11.1702	0.0435	0.0459
[7,266,372]	[-0.0218  0.0146  0.0126]	-11.6895	0.0435	0.0466
[7,268,372]	[-0.0217  -0.0014  0.0124]	-10.8693	0.0435	0.0480
[7,271,372]	[-0.0214  -0.0039  0.0124]	-10.8930	0.0435	0.0411
[7,276,372]	[-0.0216  0.0024  0.0123]	-11.1320	0.0435	0.0463
[7,277,372]	[-0.0230  0.0046  0.0123]	-11.1492	0.0435	0.0474
[7,278,372]	[-0.0219  0.0019  0.0123]	-11.0754	0.0435	0.0458
[7,279,372]	[-0.0220  -0.0105  0.0124]	-10.8265	0.0435	0.0434
[7,280,372]	[-0.0225  0.0109  0.0124]	-11.2583	0.0435	0.0450
[7,287,372]	[-0.0207  0.0181  0.0127]	-12.9907	0.0435	0.0497
[7,288,372]	[-0.0217  0.0025  0.0122]	-10.9429	0.0435	0.0406
[7,289,372]	[-0.0218  -0.0137  0.0127]	-11.0605	0.0435	0.0461
[7,294,372]	[-0.0217  0.0033  0.0122]	-11.0429	0.0435	0.0409
[7,298,372]	[-0.0219  -0.0018  0.0122]	-10.8769	0.0435	0.0403
[7,301,372]	[-0.0214  -0.0111  0.0123]	-10.5642	0.0000	0.0410
[7,302,372]	[-0.0208  0.0212  0.0130]	-12.8684	0.0000	0.0461
[7,305,372]	[-0.0210  0.0121  0.0124]	-12.2598	0.0435	0.0462
[7,308,372]	[-0.0215  0.0032  0.0122]	-11.0993	0.0435	0.0434
[7,313,372]	[-0.0216  -0.0026  0.0122]	-10.7820	0.0435	0.0436
[7,316,372]	[-0.0218  0.0002  0.0122]	-10.9546	0.0435	0.0445
[7,317,372]	[-0.0222  0.0014  0.0122]	-11.1068	0.0435	0.0480
[7,319,372]	[-0.0217  -0.0058  0.0123]	-10.9458	0.0435	0.0399
[7,322,372]	[-0.0277  0.0157  0.0194]	-20.9242	0.0000	0.0306
