gene index	a_n	m	resub	bresub
[357]	[-0.0058]	0.1410	0.5625	0.5062
[358]	[-0.0075]	0.3987	0.3750	0.4015
[359]	[0.0298]	-0.6527	0.3750	0.4092
[360]	[-0.0102]	0.9486	0.4375	0.3931
[361]	[0.0085]	-0.2029	0.5000	0.4518
[362]	[-0.0139]	0.5350	0.3125	0.2653
[363]	[-0.0028]	0.1528	0.6250	0.4722
[364]	[0.0089]	-0.7776	0.3750	0.4265
[365]	[0.0089]	-0.1937	0.4375	0.4506
[366]	[-0.0030]	0.6057	0.5000	0.4941
[367]	[0.0050]	-0.9874	0.4375	0.3925
[368]	[0.0224]	-0.4363	0.4375	0.4345
[369]	[-0.0005]	0.5184	0.3125	0.3157
[370]	[0.0049]	-0.1307	0.3750	0.4242
[371]	[-0.0034]	0.1842	0.5000	0.4234
[372]	[0.0002]	-0.2787	0.3750	0.4445
[373]	[-0.0069]	0.5351	0.5000	0.5379
[374]	[0.0162]	-0.9718	0.2500	0.3032
[375]	[-0.0177]	0.7916	0.3750	0.3904
[376]	[0.0021]	-1.7786	0.4375	0.4333
[377]	[-0.0014]	0.0645	0.5000	0.4793
[378]	[0.0025]	-0.2679	0.4375	0.3646
[379]	[0.0016]	-1.9143	0.1875	0.2049
[380]	[-0.0011]	0.0921	0.4375	0.4741
[381]	[-0.0062]	0.8139	0.3750	0.4313
[382]	[0.0133]	-1.1550	0.3125	0.4210
[383]	[-0.0018]	0.0493	0.5000	0.4725
[384]	[0.0042]	-0.5099	0.3750	0.3534
[385]	[0.0385]	-2.5578	0.1875	0.2761
[386]	[-0.0272]	1.3312	0.1875	0.2489
[387]	[-0.0091]	0.2717	0.5625	0.5370
[388]	[0.0031]	-0.3679	0.5000	0.4308
[389]	[-0.0300]	0.7639	0.5000	0.4147
[390]	[-0.0032]	0.1001	0.4375	0.4366
[391]	[0.0232]	-1.3313	0.4375	0.4237
[392]	[0.0349]	-1.4827	0.1875	0.2468
[393]	[-0.0643]	2.9578	0.1875	0.2547
[394]	[0.0377]	-0.8645	0.3750	0.3836
[395]	[-0.0180]	0.7230	0.2500	0.2925
[396]	[0.0082]	-0.1741	0.5000	0.4665
[397]	[-0.0012]	0.1184	0.5000	0.4482
[398]	[0.0006]	-0.3872	0.4375	0.4492
[399]	[0.0299]	-0.6174	0.1875	0.2198
[400]	[-0.0023]	0.3620	0.4375	0.4366
[401]	[-0.0674]	1.5583	0.2500	0.2216
[402]	[0.0083]	-0.5043	0.3750	0.4315
[403]	[-0.0007]	0.0592	0.4375	0.4560
[404]	[0.0174]	-0.7403	0.3750	0.3293
[405]	[0.0017]	-0.0679	0.5000	0.4882
[406]	[-0.0016]	0.1576	0.3125	0.3800
[407]	[0.0188]	-1.3205	0.3125	0.3330
[408]	[0.0085]	-0.2473	0.3750	0.3993
[409]	[-0.0336]	1.0184	0.3125	0.3261
[410]	[0.0055]	-0.2069	0.3750	0.4038
[411]	[0.0191]	-0.7819	0.3750	0.3942
[412]	[0.0025]	-0.6220	0.3750	0.3478
[413]	[0.0002]	-0.4118	0.5000	0.3941
[414]	[0.0478]	-1.0114	0.1250	0.1829
[415]	[0.0034]	-0.3205	0.4375	0.3849
[416]	[0.0064]	-0.2362	0.5000	0.3868
[417]	[-0.0005]	0.0331	0.5625	0.5099
[418]	[-0.0145]	0.4954	0.3750	0.3824
[419]	[0.0051]	-0.2335	0.4375	0.4608
[420]	[0.0132]	-0.2814	0.3125	0.4151
[421]	[-0.0138]	0.2988	0.5625	0.5282
[422]	[-0.0291]	0.5379	0.3750	0.3913
[423]	[0.0008]	-0.1584	0.5000	0.4773
[424]	[0.0191]	-0.3318	0.4375	0.4299
[425]	[0.0138]	-0.5835	0.4375	0.4442
[426]	[0.0154]	-0.3076	0.3750	0.3942
[427]	[0.0222]	-2.7185	0.1250	0.2222
[428]	[-0.0195]	0.8830	0.3750	0.4183
[429]	[0.0179]	-0.3777	0.5625	0.5036
[430]	[0.0041]	-1.7330	0.3125	0.3169
[431]	[0.0004]	-0.0458	0.5000	0.4838
[432]	[-0.0332]	1.4516	0.3125	0.3120
[433]	[0.0015]	-0.0471	0.5000	0.4969
[434]	[0.0201]	-0.4500	0.3750	0.4166
[435]	[-0.0113]	0.3985	0.4375	0.4202
[436]	[0.0066]	-1.0275	0.3750	0.3350
[437]	[0.0283]	-2.2126	0.2500	0.2864
[438]	[0.0402]	-0.7420	0.2500	0.2217
[439]	[-0.0148]	0.5546	0.4375	0.3602
[440]	[0.0002]	-1.3333	0.5000	0.4429
[441]	[-0.0103]	0.4662	0.4375	0.4670
[442]	[0.0024]	-0.1325	0.5000	0.3542
[443]	[-0.0135]	0.6023	0.4375	0.4531
[444]	[0.0003]	-0.1270	0.5625	0.5290
[445]	[0.0001]	-0.0359	0.4375	0.4905
[446]	[-0.0506]	3.4401	0.2500	0.2488
[447]	[0.0168]	-0.8089	0.3125	0.3673
[448]	[0.0618]	-2.7873	0.1875	0.2322
[449]	[0.0033]	-1.3565	0.2500	0.3061
[450]	[-0.0038]	0.2424	0.4375	0.4722
[451]	[0.0073]	-0.8631	0.3750	0.4224
[452]	[0.0361]	-0.9559	0.1875	0.2366
[453]	[0.0049]	-1.4860	0.3125	0.3041
[454]	[0.0160]	-0.8108	0.4375	0.4276
[455]	[0.0011]	-0.0689	0.5000	0.4811
[456]	[0.0022]	-0.3852	0.5000	0.4453
[457]	[0.0409]	-0.8519	0.3750	0.3618
[458]	[0.0058]	-0.5861	0.5000	0.4454
[459]	[-0.0074]	0.5717	0.4375	0.4035
[460]	[-0.0024]	0.1599	0.5625	0.4686
[461]	[-0.0065]	0.1909	0.5000	0.4945
[462]	[-0.0179]	0.5569	0.5000	0.4208
[463]	[0.0265]	-1.0799	0.3125	0.3943
[464]	[-0.0066]	0.8681	0.3750	0.4061
