gene index	a_n	m	resub	bresub
[451]	[-0.0012]	0.2932	0.3333	0.3717
[452]	[0.0169]	-0.4330	0.3333	0.3510
[453]	[0.0043]	-1.1637	0.2667	0.3024
[454]	[0.0575]	-1.9371	0.0667	0.1662
[455]	[0.0130]	-0.5618	0.4667	0.4190
[456]	[0.0037]	-0.3684	0.3333	0.2475
[457]	[-0.0093]	0.4106	0.4000	0.4229
[458]	[0.0079]	-0.6202	0.3333	0.3876
[459]	[0.0024]	-0.0146	0.4667	0.4608
[460]	[0.0009]	0.0765	0.4667	0.4564
[461]	[-0.0071]	0.3450	0.4000	0.4326
[462]	[-0.0042]	0.2492	0.4667	0.4494
[463]	[0.0122]	-0.4026	0.3333	0.3920
[464]	[-0.0034]	0.5804	0.4000	0.4007
