gene index	a_n	m	resub	bresub
[147]	[0.0107]	-0.6161	0.4000	0.3512
[148]	[-0.0082]	0.3068	0.4667	0.4436
[149]	[-0.0026]	0.3376	0.4000	0.3835
[150]	[0.0015]	-0.1071	0.4000	0.3839
[151]	[-0.0039]	0.4307	0.4667	0.4490
[152]	[-0.0400]	1.9156	0.2000	0.2318
[153]	[0.0079]	0.0925	0.4667	0.4667
[154]	[0.0154]	-1.8431	0.2667	0.3387
[155]	[0.0088]	-0.1865	0.4000	0.4440
[156]	[0.0219]	-1.5204	0.4000	0.3263
[157]	[0.0078]	-0.4267	0.3333	0.3777
[158]	[0.0029]	0.0320	0.4667	0.4836
[159]	[0.0188]	-2.5063	0.2667	0.2708
[160]	[-0.0040]	1.0630	0.2667	0.2806
[161]	[0.0107]	-0.1665	0.3333	0.3929
[162]	[0.0167]	-0.9768	0.4000	0.3510
[163]	[-0.0002]	0.1423	0.4667	0.4667
[164]	[-0.0089]	0.7366	0.5333	0.4613
[165]	[0.0002]	-0.0031	0.4667	0.4513
[166]	[-0.0142]	1.3442	0.2667	0.2761
[167]	[0.0207]	-2.7400	0.3333	0.3066
[168]	[-0.0273]	0.6789	0.4000	0.3325
[169]	[0.0006]	0.1164	0.4667	0.4667
[170]	[0.0000]	0.1219	0.4667	0.4667
[171]	[0.0012]	-0.1965	0.4667	0.4674
[172]	[0.0353]	-3.9003	0.1333	0.2543
[173]	[0.0394]	-1.8645	0.2667	0.2778
[174]	[0.0181]	-0.9401	0.3333	0.3654
[175]	[0.0058]	-0.0029	0.5333	0.5328
[176]	[0.0177]	-0.2064	0.4000	0.3568
[177]	[-0.0401]	2.2892	0.2667	0.2765
[178]	[0.0300]	-1.7545	0.4000	0.3863
[179]	[0.0014]	0.0186	0.4667	0.3922
[180]	[0.0013]	0.0991	0.4667	0.4667
[181]	[-0.0155]	0.6939	0.4000	0.4629
[182]	[0.0047]	-1.3811	0.4000	0.4173
[183]	[-0.0055]	0.8315	0.2667	0.3837
[184]	[0.0084]	-0.1170	0.4667	0.4339
