gene index	a_n	m	resub	bresub
[83,229,312]	[0.0238  0.0283  -0.0016]	-12.0777	0.0625	0.0749
[83,229,316]	[0.0239  0.0285  -0.0041]	-12.1260	0.0625	0.0700
[83,229,319]	[0.0238  0.0286  0.0015]	-12.1951	0.0625	0.0738
[83,229,325]	[0.0252  0.0294  -0.0312]	-12.0143	0.0000	0.0749
[83,229,334]	[0.0242  0.0297  0.0134]	-12.6536	0.0625	0.0727
[83,229,336]	[0.0238  0.0306  0.0178]	-12.9625	0.0000	0.0718
[83,229,341]	[0.0238  0.0295  0.0128]	-12.5529	0.0625	0.0738
[83,229,344]	[0.0237  0.0288  0.0058]	-12.2801	0.0625	0.0728
[83,229,346]	[0.0238  0.0278  0.0104]	-12.4229	0.0625	0.0727
[83,229,359]	[0.0238  0.0283  0.0037]	-12.1937	0.0625	0.0721
[83,229,363]	[0.0266  0.0334  -0.0224]	-12.6183	0.0000	0.0699
[83,229,377]	[0.0239  0.0275  -0.0133]	-11.6208	0.0000	0.0709
[83,229,378]	[0.0242  0.0280  -0.0127]	-11.9604	0.0000	0.0692
[83,229,383]	[0.0239  0.0288  0.0080]	-12.4408	0.0625	0.0732
[83,229,384]	[0.0302  0.0378  0.0350]	-16.9768	0.0000	0.0668
[83,229,407]	[0.0255  0.0309  0.0240]	-14.2347	0.0000	0.0727
[83,229,410]	[0.0248  0.0281  0.0178]	-13.0915	0.0000	0.0724
[83,229,416]	[0.0240  0.0289  0.0080]	-12.3793	0.1250	0.0729
[83,229,437]	[0.0234  0.0317  0.0151]	-13.2635	0.0000	0.0740
[83,229,442]	[0.0240  0.0277  -0.0158]	-11.8704	0.0000	0.0680
[83,229,447]	[0.0240  0.0296  -0.0056]	-12.0198	0.0000	0.0734
[83,229,450]	[0.0248  0.0275  0.0135]	-13.6393	0.0000	0.0724
[83,229,454]	[0.0236  0.0284  -0.0045]	-11.9175	0.0625	0.0725
[83,229,462]	[0.0251  0.0288  0.0275]	-13.5459	0.0000	0.0741
