"Gene.A.Number","Gene.B.Number","Gene.C.Number","bresub","Gene.A.Name","Gene.B.Name","Gene.C.Name","Delta-Gene.A","Delta-Gene.B","Delta-Gene.C","Delta-Pair.AB","Delta-Pair.AC","Delta-Pair.BC","Min.Delta"
111,241,404,0.0453,"Mapk8","Pde4b","Slfn5",0.44,0.0686,0.4238,0.0498,0.0498,0.0498,0.0498
111,241,420,0.0478,"Mapk8","Pde4b","Nfam1",0.4375,0.0661,0.4084,0.0498,0.0498,0.0498,0.0498
113,241,286,0.0474,"Lats2","Pde4b","Ikbkb",0.3505,0.0665,0.124,0.0498,0.0498,-0.0189,-0.0189
113,241,296,0.0333,"Lats2","Pde4b","Plet1",0.3646,0.0806,0.1164,0.0498,0.0498,0.0165,0.0165
114,126,241,0.0493,"Zdhhc20","Gsdmd","Pde4b",0.3909,0.3354,0.0646,0.0498,0.0498,0.0498,0.0498
114,241,286,0.0438,"Zdhhc20","Pde4b","Ikbkb",0.3964,0.0701,0.1276,0.0498,0.0498,-0.0153,-0.0153
114,241,296,0.0496,"Zdhhc20","Pde4b","Plet1",0.3906,0.0643,0.1001,0.0498,0.0498,0.000199999999999999,0.000199999999999999
115,366,449,0.0476,"Bnip3l","Hoxd11","Top1",0.1954,0.2022,0.3191,0.0498,0.0498,0.0498,0.0498
116,241,296,0.0474,"Rb1","Pde4b","Plet1",0.3729,0.0665,0.1023,0.0498,0.0498,0.0024,0.0024
119,241,296,0.0433,"Ctnnd2","Pde4b","Plet1",0.3453,0.0706,0.1064,0.0498,0.0498,0.0065,0.0065
122,241,296,0.0355,"Vdr","Pde4b","Plet1",0.457,0.0784,0.1142,0.0498,0.0498,0.0143,0.0143
123,241,296,0.0423,"Trp63","Pde4b","Plet1",0.2363,0.0716,0.1074,0.0498,0.0498,0.0075,0.0075
125,241,296,0.0384,"Hes1","Pde4b","Plet1",0.3693,0.0755,0.1113,0.0498,0.0498,0.0114,0.0114
126,176,241,0.0458,"Gsdmd","Il23a","Pde4b",0.3389,0.3906,0.0681,0.0498,0.0498,0.0498,0.0498
126,214,241,0.0471,"Gsdmd","Il1a","Pde4b",0.3376,0.2142,0.0668,0.0498,0.0498,0.0498,0.0498
126,241,246,0.0426,"Gsdmd","Pde4b","Gnl2",0.3421,0.0713,0.3733,0.0498,0.0498,0.0498,0.0498
126,241,286,0.0397,"Gsdmd","Pde4b","Ikbkb",0.345,0.0742,0.1317,0.0498,0.0498,-0.0112,-0.0112
126,241,296,0.0335,"Gsdmd","Pde4b","Plet1",0.3512,0.0804,0.1162,0.0498,0.0498,0.0163,0.0163
126,241,341,0.0409,"Gsdmd","Pde4b","Lpar1",0.3438,0.073,0.1627,0.0498,0.0498,0.0498,0.0498
126,241,343,0.0472,"Gsdmd","Pde4b","Irs2",0.3375,0.0667,0.2778,0.0498,0.0498,0.0498,0.0498
126,241,344,0.0378,"Gsdmd","Pde4b","Marchf6",0.3469,0.0761,0.3601,0.0498,0.0498,0.0078,0.0078
126,241,354,0.0477,"Gsdmd","Pde4b","Thbs1",0.337,0.0662,0.1457,0.0498,0.0498,0.0498,0.0498
126,241,355,0.0493,"Gsdmd","Pde4b","Cdk6",0.3354,0.0646,0.1474,0.0498,0.0498,0.0498,0.0498
126,241,416,0.0483,"Gsdmd","Pde4b","Ptafr",0.3364,0.0656,0.3191,0.0498,0.0498,0.0498,0.0498
127,152,241,0.0472,"Alcam","Hspa9","Pde4b",0.2185,0.2272,0.0667,0.0498,0.0498,0.0498,0.0498
127,232,241,0.0442,"Alcam","Wls","Pde4b",0.2215,0.2393,0.0697,0.0498,0.0498,0.0498,0.0498
127,241,248,0.0456,"Alcam","Pde4b","Bst1",0.2201,0.0683,0.2775,0.0498,0.0498,0.0498,0.0498
127,241,296,0.045,"Alcam","Pde4b","Plet1",0.2207,0.0689,0.1047,0.0498,0.0498,0.0048,0.0048
127,241,327,0.0494,"Alcam","Pde4b","Kdm6a",0.2163,0.0645,0.3141,0.0498,0.0498,-0.000300000000000002,-0.000300000000000002
127,241,341,0.0492,"Alcam","Pde4b","Lpar1",0.2165,0.0647,0.1544,0.0498,0.0498,0.0498,0.0498
127,241,355,0.0432,"Alcam","Pde4b","Cdk6",0.2225,0.0707,0.1535,0.0498,0.0498,0.0498,0.0498
127,241,361,0.0496,"Alcam","Pde4b","Irf8",0.2161,0.0643,0.3775,0.0498,0.0498,0.0498,0.0498
127,241,405,0.0496,"Alcam","Pde4b","Slc30a7",0.2161,0.0643,0.1484,0.0498,0.0498,0.0498,0.0498
127,241,420,0.0499,"Alcam","Pde4b","Nfam1",0.2158,0.064,0.4063,0.0498,0.0498,0.0498,0.0498
127,241,429,0.0483,"Alcam","Pde4b","Maml3",0.2174,0.0656,0.2755,0.0498,0.0498,0.0498,0.0498
129,241,286,0.0451,"Tfrc","Pde4b","Ikbkb",0.2755,0.0688,0.1263,0.0498,0.0498,-0.0166,-0.0166
129,241,296,0.0378,"Tfrc","Pde4b","Plet1",0.2828,0.0761,0.1119,0.0498,0.0498,0.012,0.012
133,241,296,0.0432,"Parp9","Pde4b","Plet1",0.3972,0.0707,0.1065,0.0498,0.0498,0.0066,0.0066
134,241,296,0.0345,"Il10rb","Pde4b","Plet1",0.4667,0.0794,0.1152,0.0498,0.0498,0.0153,0.0153
135,241,296,0.0324,"Sod1","Pde4b","Plet1",0.4044,0.0815,0.1173,0.0498,0.0498,0.0174,0.0174
135,241,393,0.0476,"Sod1","Pde4b","Prkca",0.3892,0.0663,0.2708,0.0498,0.0498,-0.0091,-0.0091
138,156,241,0.0485,"Slc10a2","Mal2","Pde4b",0.4294,0.1485,0.0654,0.0498,0.0498,0.0498,0.0498
138,241,286,0.0477,"Slc10a2","Pde4b","Ikbkb",0.4302,0.0662,0.1237,0.0498,0.0498,-0.0192,-0.0192
138,241,296,0.0298,"Slc10a2","Pde4b","Plet1",0.4481,0.0841,0.1199,0.0498,0.0498,0.02,0.02
138,241,393,0.0459,"Slc10a2","Pde4b","Prkca",0.432,0.068,0.2725,0.0498,0.0498,-0.0074,-0.0074
141,241,269,0.0438,"Pla2g7","Pde4b","Atg7",0.3934,0.0701,0.2673,0.0498,0.0498,0.0498,0.0498
141,241,286,0.0285,"Pla2g7","Pde4b","Ikbkb",0.4087,0.0854,0.1429,0.0498,0.0498,0,0
141,241,296,0.0396,"Pla2g7","Pde4b","Plet1",0.3976,0.0743,0.1101,0.0498,0.0498,0.0102,0.0102
141,241,344,0.0394,"Pla2g7","Pde4b","Marchf6",0.3978,0.0745,0.3585,0.0498,0.0498,0.0062,0.0062
141,241,393,0.0392,"Pla2g7","Pde4b","Prkca",0.398,0.0747,0.2792,0.0498,0.0498,-0.000699999999999999,-0.000699999999999999
142,241,296,0.0485,"Tnfrsf21","Pde4b","Plet1",0.385,0.0654,0.1012,0.0498,0.0498,0.0013,0.0013
146,241,286,0.0416,"Epas1","Pde4b","Ikbkb",0.2866,0.0723,0.1298,0.0498,0.0498,-0.0131,-0.0131
146,241,296,0.04,"Epas1","Pde4b","Plet1",0.2882,0.0739,0.1097,0.0498,0.0498,0.0098,0.0098
148,241,296,0.0418,"Plin3","Pde4b","Plet1",0.4717,0.0721,0.1079,0.0498,0.0498,0.008,0.008
150,241,296,0.0485,"Rock1","Pde4b","Plet1",0.4291,0.0654,0.1012,0.0498,0.0498,0.0013,0.0013
151,241,296,0.0383,"Brd2","Pde4b","Plet1",0.4456,0.0756,0.1114,0.0498,0.0498,0.0115,0.0115
152,241,296,0.0299,"Hspa9","Pde4b","Plet1",0.2445,0.084,0.1198,0.0498,0.0498,0.0199,0.0199
153,167,241,0.0471,"Tnf","Mxi1","Pde4b",0.3335,0.2706,0.0668,0.0498,0.0498,0.0498,0.0498
153,241,296,0.0333,"Tnf","Pde4b","Plet1",0.3473,0.0806,0.1164,0.0498,0.0498,0.0165,0.0165
155,241,286,0.0491,"Nr3c1","Pde4b","Ikbkb",0.4658,0.0648,0.1223,0.0498,0.0498,-0.0206,-0.0206
155,241,296,0.041,"Nr3c1","Pde4b","Plet1",0.4739,0.0729,0.1087,0.0498,0.0498,0.0088,0.0088
156,168,241,0.0498,"Mal2","P4hb","Pde4b",0.1472,0.4246,0.0641,0.0498,0.0498,0.0498,0.0498
156,184,241,0.0494,"Mal2","Casp1","Pde4b",0.1476,0.4577,0.0645,0.0498,0.0498,0.0498,0.0498
156,208,241,0.0487,"Mal2","Chgb","Pde4b",0.1483,0.4064,0.0652,0.0498,0.0498,0.0498,0.0498
156,240,241,0.0473,"Mal2","Slc35d1","Pde4b",0.1497,0.237,0.0666,0.0498,0.0498,0.0498,0.0498
156,241,286,0.0389,"Mal2","Pde4b","Ikbkb",0.1581,0.075,0.1325,0.0498,0.0498,-0.0104,-0.0104
156,241,292,0.0474,"Mal2","Pde4b","Il15",0.1496,0.0665,0.3487,0.0498,0.0498,0.0498,0.0498
156,241,295,0.0486,"Mal2","Pde4b","Egln1",0.1484,0.0653,0.4701,0.0498,0.0498,0.0498,0.0498
156,241,303,0.0453,"Mal2","Pde4b","Slc25a36",0.1517,0.0686,0.226,0.0498,0.0498,0.0498,0.0498
156,241,327,0.0437,"Mal2","Pde4b","Kdm6a",0.1533,0.0702,0.3198,0.0498,0.0498,0.0054,0.0054
156,241,341,0.0423,"Mal2","Pde4b","Lpar1",0.1547,0.0716,0.1613,0.0498,0.0498,0.0498,0.0498
156,241,355,0.0429,"Mal2","Pde4b","Cdk6",0.1541,0.071,0.1538,0.0498,0.0498,0.0498,0.0498
156,241,363,0.0497,"Mal2","Pde4b","Znrf3",0.1473,0.0642,0.4829,0.0498,0.0498,0.0498,0.0498
156,241,375,0.0498,"Mal2","Pde4b","Prkce",0.1472,0.0641,0.5097,0.0498,0.0498,0.0498,0.0498
156,241,393,0.0386,"Mal2","Pde4b","Prkca",0.1584,0.0753,0.2798,0.0498,0.0498,-0.000100000000000003,-0.000100000000000003
156,241,405,0.0418,"Mal2","Pde4b","Slc30a7",0.1552,0.0721,0.1562,0.0498,0.0498,0.0498,0.0498
156,241,429,0.0459,"Mal2","Pde4b","Maml3",0.1511,0.068,0.2779,0.0498,0.0498,0.0498,0.0498
156,241,454,0.0494,"Mal2","Pde4b","Csf2rb",0.1476,0.0645,0.3931,0.0498,0.0498,0.0498,0.0498
156,241,461,0.049,"Mal2","Pde4b","Naip3",0.148,0.0649,0.3617,0.0498,0.0498,0.0498,0.0498
158,241,296,0.0378,"Ptpn2","Pde4b","Plet1",0.3371,0.0761,0.1119,0.0498,0.0498,0.012,0.012
161,241,296,0.0357,"Jak2","Pde4b","Plet1",0.3052,0.0782,0.114,0.0498,0.0498,0.0141,0.0141
161,241,327,0.0439,"Jak2","Pde4b","Kdm6a",0.297,0.07,0.3196,0.0498,0.0498,0.0052,0.0052
161,241,393,0.0495,"Jak2","Pde4b","Prkca",0.2914,0.0644,0.2689,0.0498,0.0498,-0.011,-0.011
164,167,241,0.0448,"Smc3","Mxi1","Pde4b",0.3148,0.2729,0.0691,0.0498,0.0498,0.0498,0.0498
164,241,296,0.0278,"Smc3","Pde4b","Plet1",0.3318,0.0861,0.1219,0.0498,0.0498,0.022,0.022
166,241,296,0.0344,"Plce1","Pde4b","Plet1",0.3667,0.0795,0.1153,0.0498,0.0498,0.0154,0.0154
167,168,241,0.0473,"Mxi1","P4hb","Pde4b",0.2704,0.4271,0.0666,0.0498,0.0498,0.0498,0.0498
167,176,241,0.0472,"Mxi1","Il23a","Pde4b",0.2705,0.3892,0.0667,0.0498,0.0498,0.0498,0.0498
167,193,241,0.0476,"Mxi1","Atg16l1","Pde4b",0.2701,0.3475,0.0663,0.0498,0.0498,0.0498,0.0498
167,232,241,0.0441,"Mxi1","Wls","Pde4b",0.2736,0.2394,0.0698,0.0498,0.0498,0.0498,0.0498
167,241,248,0.0456,"Mxi1","Pde4b","Bst1",0.2721,0.0683,0.2775,0.0498,0.0498,0.0498,0.0498
167,241,253,0.0492,"Mxi1","Pde4b","Slc30a9",0.2685,0.0647,0.3617,0.0498,0.0498,0.0498,0.0498
167,241,280,0.0497,"Mxi1","Pde4b","Slc35a2",0.268,0.0642,0.38,0.0498,0.0498,0.0498,0.0498
167,241,292,0.048,"Mxi1","Pde4b","Il15",0.2697,0.0659,0.3481,0.0498,0.0498,0.0498,0.0498
167,241,298,0.049,"Mxi1","Pde4b","Ilf3",0.2687,0.0649,0.3867,0.0498,0.0498,0.0498,0.0498
167,241,303,0.0499,"Mxi1","Pde4b","Slc25a36",0.2678,0.064,0.2214,0.0498,0.0498,0.0498,0.0498
167,241,312,0.0485,"Mxi1","Pde4b","Foxj3",0.2692,0.0654,0.4688,0.0498,0.0498,0.0498,0.0498
167,241,315,0.0494,"Mxi1","Pde4b","Ctnnd1",0.2683,0.0645,0.4499,0.0498,0.0498,0.0498,0.0498
167,241,319,0.0468,"Mxi1","Pde4b","Becn1",0.2709,0.0671,0.3737,0.0498,0.0498,0.0498,0.0498
167,241,341,0.0422,"Mxi1","Pde4b","Lpar1",0.2755,0.0717,0.1614,0.0498,0.0498,0.0498,0.0498
167,241,346,0.0484,"Mxi1","Pde4b","Rbpj",0.2693,0.0655,0.2639,0.0498,0.0498,0.0498,0.0498
167,241,348,0.0452,"Mxi1","Pde4b","Tgfb2",0.2725,0.0687,0.3936,0.0498,0.0498,0.0498,0.0498
167,241,355,0.0416,"Mxi1","Pde4b","Cdk6",0.2761,0.0723,0.1551,0.0498,0.0498,0.0498,0.0498
167,241,361,0.0463,"Mxi1","Pde4b","Irf8",0.2714,0.0676,0.3808,0.0498,0.0498,0.0498,0.0498
167,241,363,0.0492,"Mxi1","Pde4b","Znrf3",0.2685,0.0647,0.4834,0.0498,0.0498,0.0498,0.0498
167,241,405,0.0437,"Mxi1","Pde4b","Slc30a7",0.274,0.0702,0.1543,0.0498,0.0498,0.0498,0.0498
167,241,429,0.045,"Mxi1","Pde4b","Maml3",0.2727,0.0689,0.2788,0.0498,0.0498,0.0498,0.0498
167,241,438,0.0479,"Mxi1","Pde4b","Gpx1",0.2698,0.066,0.3401,0.0498,0.0498,0.0498,0.0498
167,241,454,0.0487,"Mxi1","Pde4b","Csf2rb",0.269,0.0652,0.3938,0.0498,0.0498,0.0498,0.0498
168,241,296,0.0292,"P4hb","Pde4b","Plet1",0.4452,0.0847,0.1205,0.0498,0.0498,0.0206,0.0206
169,241,296,0.0386,"Tollip","Pde4b","Plet1",0.4382,0.0753,0.1111,0.0498,0.0498,0.0112,0.0112
173,241,296,0.0495,"Flnb","Pde4b","Plet1",0.3458,0.0644,0.1002,0.0498,0.0498,0.000299999999999995,0.000299999999999995
175,241,286,0.0378,"Cdk2","Pde4b","Ikbkb",0.2361,0.0761,0.1336,0.0498,0.0498,-0.0093,-0.0093
175,241,296,0.0444,"Cdk2","Pde4b","Plet1",0.2295,0.0695,0.1053,0.0498,0.0498,0.0054,0.0054
175,241,344,0.0394,"Cdk2","Pde4b","Marchf6",0.2345,0.0745,0.3585,0.0498,0.0498,0.0062,0.0062
176,241,286,0.0476,"Il23a","Pde4b","Ikbkb",0.3888,0.0663,0.1238,0.0498,0.0498,-0.0191,-0.0191
176,241,327,0.0496,"Il23a","Pde4b","Kdm6a",0.3868,0.0643,0.3139,0.0498,0.0498,-5e-04,-5e-04
176,241,393,0.042,"Il23a","Pde4b","Prkca",0.3944,0.0719,0.2764,0.0498,0.0498,-0.0035,-0.0035
177,217,241,0.0479,"Atp5b","Car1","Pde4b",0.2684,0.2196,0.066,0.0498,0.0498,0.0498,0.0498
177,241,286,0.0485,"Atp5b","Pde4b","Ikbkb",0.2678,0.0654,0.1229,0.0498,0.0498,-0.02,-0.02
177,241,296,0.0375,"Atp5b","Pde4b","Plet1",0.2788,0.0764,0.1122,0.0498,0.0498,0.0123,0.0123
177,241,303,0.0497,"Atp5b","Pde4b","Slc25a36",0.2666,0.0642,0.2216,0.0498,0.0498,0.0498,0.0498
177,241,393,0.0495,"Atp5b","Pde4b","Prkca",0.2668,0.0644,0.2689,0.0498,0.0498,-0.011,-0.011
177,241,463,0.0431,"Atp5b","Pde4b","Slc5a3",0.2732,0.0708,0.3862,0.0498,0.0498,0.0498,0.0498
180,241,296,0.0392,"Itgb1","Pde4b","Plet1",0.2899,0.0747,0.1105,0.0498,0.0498,0.0106,0.0106
181,241,286,0.0461,"Pard3","Pde4b","Ikbkb",0.323,0.0678,0.1253,0.0498,0.0498,-0.0176,-0.0176
181,241,296,0.0422,"Pard3","Pde4b","Plet1",0.3269,0.0717,0.1075,0.0498,0.0498,0.0076,0.0076
184,241,286,0.0453,"Casp1","Pde4b","Ikbkb",0.4618,0.0686,0.1261,0.0498,0.0498,-0.0168,-0.0168
184,241,296,0.0358,"Casp1","Pde4b","Plet1",0.4713,0.0781,0.1139,0.0498,0.0498,0.014,0.014
184,241,393,0.0475,"Casp1","Pde4b","Prkca",0.4596,0.0664,0.2709,0.0498,0.0498,-0.009,-0.009
185,241,296,0.0394,"Lypla1","Pde4b","Plet1",0.4348,0.0745,0.1103,0.0498,0.0498,0.0104,0.0104
188,241,296,0.0374,"Col3a1","Pde4b","Plet1",0.3401,0.0765,0.1123,0.0498,0.0498,0.0124,0.0124
189,241,296,0.0362,"Slc9a2","Pde4b","Plet1",0.4327,0.0777,0.1135,0.0498,0.0498,0.0136,0.0136
189,241,393,0.0499,"Slc9a2","Pde4b","Prkca",0.419,0.064,0.2685,0.0498,0.0498,-0.0114,-0.0114
190,241,286,0.0474,"Il1r2","Pde4b","Ikbkb",0.1934,0.0665,0.124,0.0498,0.0498,-0.0189,-0.0189
190,241,296,0.0415,"Il1r2","Pde4b","Plet1",0.1993,0.0724,0.1082,0.0498,0.0498,0.0083,0.0083
191,241,296,0.0343,"Vil1","Pde4b","Plet1",0.322,0.0796,0.1154,0.0498,0.0498,0.0155,0.0155
192,241,269,0.0487,"Cxcr2","Pde4b","Atg7",0.2125,0.0652,0.2624,0.0498,0.0498,0.0498,0.0498
192,241,286,0.0424,"Cxcr2","Pde4b","Ikbkb",0.2188,0.0715,0.129,0.0498,0.0498,-0.0139,-0.0139
192,241,296,0.0442,"Cxcr2","Pde4b","Plet1",0.217,0.0697,0.1055,0.0498,0.0498,0.00559999999999999,0.00559999999999999
193,241,296,0.0318,"Atg16l1","Pde4b","Plet1",0.3633,0.0821,0.1179,0.0498,0.0498,0.018,0.018
194,241,296,0.0304,"Tnfrsf11a","Pde4b","Plet1",0.4291,0.0835,0.1193,0.0498,0.0498,0.0194,0.0194
195,241,296,0.0429,"Tfcp2l1","Pde4b","Plet1",0.4459,0.071,0.1068,0.0498,0.0498,0.0069,0.0069
196,241,296,0.0361,"Dbi","Pde4b","Plet1",0.4451,0.0778,0.1136,0.0498,0.0498,0.0137,0.0137
197,241,296,0.0474,"Cd55","Pde4b","Plet1",0.1459,0.0665,0.1023,0.0498,0.0498,0.0024,0.0024
199,241,296,0.0461,"Mpc2","Pde4b","Plet1",0.3609,0.0678,0.1036,0.0498,0.0498,0.0037,0.0037
200,241,286,0.0424,"Sell","Pde4b","Ikbkb",0.3263,0.0715,0.129,0.0498,0.0498,-0.0139,-0.0139
202,241,296,0.0458,"Zeb2","Pde4b","Plet1",0.3468,0.0681,0.1039,0.0498,0.0498,0.004,0.004
208,241,286,0.037,"Chgb","Pde4b","Ikbkb",0.4181,0.0769,0.1344,0.0498,0.0498,-0.0085,-0.0085
208,241,296,0.0402,"Chgb","Pde4b","Plet1",0.4149,0.0737,0.1095,0.0498,0.0498,0.0096,0.0096
208,241,344,0.0482,"Chgb","Pde4b","Marchf6",0.4069,0.0657,0.3497,0.0498,0.0498,-0.0026,-0.0026
208,241,393,0.0462,"Chgb","Pde4b","Prkca",0.4089,0.0677,0.2722,0.0498,0.0498,-0.0077,-0.0077
210,241,296,0.0381,"Mall","Pde4b","Plet1",0.2279,0.0758,0.1116,0.0498,0.0498,0.0117,0.0117
211,241,296,0.0416,"Bcl2l11","Pde4b","Plet1",0.4452,0.0723,0.1081,0.0498,0.0498,0.0082,0.0082
214,241,286,0.0375,"Il1a","Pde4b","Ikbkb",0.2238,0.0764,0.1339,0.0498,0.0498,-0.009,-0.009
214,241,296,0.0317,"Il1a","Pde4b","Plet1",0.2296,0.0822,0.118,0.0498,0.0498,0.0181,0.0181
215,241,296,0.0339,"Pag1","Pde4b","Plet1",0.2967,0.08,0.1158,0.0498,0.0498,0.0159,0.0159
217,241,248,0.0489,"Car1","Pde4b","Bst1",0.2186,0.065,0.2742,0.0498,0.0498,0.0498,0.0498
217,241,286,0.0426,"Car1","Pde4b","Ikbkb",0.2249,0.0713,0.1288,0.0498,0.0498,-0.0141,-0.0141
217,241,341,0.0458,"Car1","Pde4b","Lpar1",0.2217,0.0681,0.1578,0.0498,0.0498,0.0498,0.0498
217,241,393,0.0499,"Car1","Pde4b","Prkca",0.2176,0.064,0.2685,0.0498,0.0498,-0.0114,-0.0114
219,241,286,0.0455,"Pik3ca","Pde4b","Ikbkb",0.3144,0.0684,0.1259,0.0498,0.0498,-0.017,-0.017
219,241,296,0.0355,"Pik3ca","Pde4b","Plet1",0.3244,0.0784,0.1142,0.0498,0.0498,0.0143,0.0143
220,241,296,0.0329,"Mecom","Pde4b","Plet1",0.3802,0.081,0.1168,0.0498,0.0498,0.0169,0.0169
221,241,296,0.0293,"Tnik","Pde4b","Plet1",0.3329,0.0846,0.1204,0.0498,0.0498,0.0205,0.0205
223,241,296,0.0417,"Slc7a11","Pde4b","Plet1",0.2158,0.0722,0.108,0.0498,0.0498,0.0081,0.0081
224,241,296,0.0414,"Dclk1","Pde4b","Plet1",0.4532,0.0725,0.1083,0.0498,0.0498,0.0084,0.0084
225,241,286,0.0345,"Nras","Pde4b","Ikbkb",0.3139,0.0794,0.1369,0.0498,0.0498,-0.006,-0.006
225,241,296,0.0298,"Nras","Pde4b","Plet1",0.3186,0.0841,0.1199,0.0498,0.0498,0.02,0.02
225,241,393,0.0414,"Nras","Pde4b","Prkca",0.307,0.0725,0.277,0.0498,0.0498,-0.0029,-0.0029
226,241,286,0.0416,"Notch2","Pde4b","Ikbkb",0.0953,0.0723,0.1298,0.0498,0.0498,-0.0131,-0.0131
226,241,296,0.0428,"Notch2","Pde4b","Plet1",0.0941,0.0711,0.1069,0.0498,0.0498,0.007,0.007
226,241,327,0.0445,"Notch2","Pde4b","Kdm6a",0.0924,0.0694,0.319,0.0498,0.0498,0.0046,0.0046
226,241,393,0.0429,"Notch2","Pde4b","Prkca",0.094,0.071,0.2755,0.0498,0.0498,-0.0044,-0.0044
227,241,296,0.0413,"Tpm3","Pde4b","Plet1",0.275,0.0726,0.1084,0.0498,0.0498,0.00849999999999999,0.00849999999999999
228,241,296,0.0364,"Slc35a3","Pde4b","Plet1",0.3059,0.0775,0.1133,0.0498,0.0498,0.0134,0.0134
228,241,303,0.0463,"Slc35a3","Pde4b","Slc25a36",0.296,0.0676,0.225,0.0498,0.0498,0.0498,0.0498
230,241,286,0.0382,"Gclm","Pde4b","Ikbkb",0.2248,0.0757,0.1332,0.0498,0.0498,-0.0097,-0.0097
230,241,296,0.036,"Gclm","Pde4b","Plet1",0.227,0.0779,0.1137,0.0498,0.0498,0.0138,0.0138
230,241,344,0.0461,"Gclm","Pde4b","Marchf6",0.2169,0.0678,0.3518,0.0498,0.0498,-5e-04,-5e-04
231,241,296,0.0373,"Nfkb1","Pde4b","Plet1",0.4969,0.0766,0.1124,0.0498,0.0498,0.0125,0.0125
232,241,286,0.0481,"Wls","Pde4b","Ikbkb",0.2354,0.0658,0.1233,0.0498,0.0498,-0.0196,-0.0196
232,241,296,0.0294,"Wls","Pde4b","Plet1",0.2541,0.0845,0.1203,0.0498,0.0498,0.0204,0.0204
232,241,393,0.0407,"Wls","Pde4b","Prkca",0.2428,0.0732,0.2777,0.0498,0.0498,-0.0022,-0.0022
234,241,296,0.0409,"Map3k7","Pde4b","Plet1",0.3584,0.073,0.1088,0.0498,0.0498,0.0089,0.0089
235,241,296,0.0493,"Slc35a1","Pde4b","Plet1",0.3502,0.0646,0.1004,0.0498,0.0498,5e-04,5e-04
236,241,296,0.035,"Xpa","Pde4b","Plet1",0.4716,0.0789,0.1147,0.0498,0.0498,0.0148,0.0148
237,241,286,0.0447,"Ptprd","Pde4b","Ikbkb",0.4346,0.0692,0.1267,0.0498,0.0498,-0.0162,-0.0162
237,241,296,0.037,"Ptprd","Pde4b","Plet1",0.4423,0.0769,0.1127,0.0498,0.0498,0.0128,0.0128
238,241,296,0.0394,"Slc44a1","Pde4b","Plet1",0.3587,0.0745,0.1103,0.0498,0.0498,0.0104,0.0104
239,241,296,0.0369,"Plin2","Pde4b","Plet1",0.2098,0.077,0.1128,0.0498,0.0498,0.0129,0.0129
240,241,286,0.0288,"Slc35d1","Pde4b","Ikbkb",0.2555,0.0851,0.1426,0.0498,0.0498,-0.000299999999999998,-0.000299999999999998
240,241,296,0.0286,"Slc35d1","Pde4b","Plet1",0.2557,0.0853,0.1211,0.0498,0.0498,0.0212,0.0212
240,241,393,0.049,"Slc35d1","Pde4b","Prkca",0.2353,0.0649,0.2694,0.0498,0.0498,-0.0105,-0.0105
241,242,296,0.0346,"Pde4b","Jak1","Plet1",0.0793,0.439,0.1151,0.0498,0.0152,0.0498,0.0152
241,243,296,0.0324,"Pde4b","Plaa","Plet1",0.0815,0.3533,0.1173,0.0498,0.0174,0.0498,0.0174
241,244,286,0.0426,"Pde4b","Scp2","Ikbkb",0.0713,0.5726,0.1288,0.0498,-0.0141,0.0498,-0.0141
241,244,296,0.0394,"Pde4b","Scp2","Plet1",0.0745,0.5758,0.1103,0.0498,0.0104,0.0498,0.0104
241,244,327,0.0477,"Pde4b","Scp2","Kdm6a",0.0662,0.5675,0.3158,0.0498,0.0014,0.0498,0.0014
241,244,393,0.0398,"Pde4b","Scp2","Prkca",0.0741,0.5754,0.2786,0.0498,-0.0013,0.0498,-0.0013
241,246,286,0.0454,"Pde4b","Gnl2","Ikbkb",0.0685,0.3705,0.126,0.0498,-0.0169,0.0498,-0.0169
241,246,296,0.0389,"Pde4b","Gnl2","Plet1",0.075,0.377,0.1108,0.0498,0.0109,0.0498,0.0109
241,247,296,0.0429,"Pde4b","Sema3a","Plet1",0.071,0.3845,0.1068,0.0498,0.0069,0.0498,0.0069
241,248,296,0.0263,"Pde4b","Bst1","Plet1",0.0876,0.2968,0.1234,0.0498,0.0235,0.0498,0.0235
241,248,393,0.0472,"Pde4b","Bst1","Prkca",0.0667,0.2759,0.2712,0.0498,-0.0087,0.0498,-0.0087
241,250,296,0.0442,"Pde4b","Dnajb6","Plet1",0.0697,0.3835,0.1055,0.0498,0.00559999999999999,0.0498,0.00559999999999999
241,252,296,0.0415,"Pde4b","Slc34a2","Plet1",0.0724,0.3954,0.1082,0.0498,0.0083,0.0498,0.0083
241,253,286,0.0289,"Pde4b","Slc30a9","Ikbkb",0.085,0.382,0.1425,0.0498,-0.000399999999999998,0.0498,-0.000399999999999998
241,253,296,0.0349,"Pde4b","Slc30a9","Plet1",0.079,0.376,0.1148,0.0498,0.0149,0.0498,0.0149
241,253,327,0.0478,"Pde4b","Slc30a9","Kdm6a",0.0661,0.3631,0.3157,0.0498,0.0013,0.0498,0.0013
241,253,393,0.0388,"Pde4b","Slc30a9","Prkca",0.0751,0.3721,0.2796,0.0498,-0.000300000000000002,0.0498,-0.000300000000000002
241,254,296,0.0479,"Pde4b","Rest","Plet1",0.066,0.4734,0.1018,0.0498,0.0019,0.0498,0.0019
241,255,286,0.0328,"Pde4b","Fgf5","Ikbkb",0.0811,0.2789,0.1386,0.0498,-0.0043,0.0498,-0.0043
241,255,327,0.0495,"Pde4b","Fgf5","Kdm6a",0.0644,0.2622,0.314,0.0498,-0.000400000000000005,0.0498,-0.000400000000000005
